,Area,Area_Name,BHK,Bathroom,Furnishing,Parking,Status,Transaction,Type,Per_Sqft,Price
333,720,yamuna vihar,2,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,5556,4000000
334,376.7365,shahdara,1,1,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,85715,3000000
334,376.7365,yamuna vihar,1,1,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,85715,3000000
335,1125,shahdara,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,4444,5000000
335,1125,yamuna vihar,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,4444,5000000
336,713,shahdara,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,4444,6000000
336,713,yamuna vihar,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,4444,6000000
337,360,shahdara,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,6944,2500000
337,360,yamuna vihar,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,6944,2500000
338,900,shahdara,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,7222,6500000
338,900,yamuna vihar,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,7222,6500000
339,713,shahdara,3,1,Unfurnished,1,Ready_to_move,Resale,Apartment,11220,8000000
339,713,yamuna vihar,3,1,Unfurnished,1,Ready_to_move,Resale,Apartment,11220,8000000
340,504,shahdara,2,1,Furnished,1,Ready_to_move,Resale,Builder_Floor,5357,2700000
340,504,yamuna vihar,2,1,Furnished,1,Ready_to_move,Resale,Builder_Floor,5357,2700000
341,70,shahdara,1,2,Unfurnished,1,Ready_to_move,Resale,Apartment,5357,4500000
341,70,yamuna vihar,1,2,Unfurnished,1,Ready_to_move,Resale,Apartment,5357,4500000
342,850,shahdara,3,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,6706,5700000
342,850,yamuna vihar,3,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,6706,5700000
343,2430,shahdara,4,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,10288,25000000
343,2430,yamuna vihar,4,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,10288,25000000
344,2475,shahdara,3,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,28283,70000000
344,2475,yamuna vihar,3,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,28283,70000000
345,2970,shahdara,7,4,Furnished,1,Ready_to_move,Resale,Builder_Floor,8923,26500000
345,2970,yamuna vihar,7,4,Furnished,1,Ready_to_move,Resale,Builder_Floor,8923,26500000
346,2250,shahdara,3,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,8222,18500000
346,2250,yamuna vihar,3,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,8222,18500000
347,1500,shahdara,5,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,20000,30000000
347,1500,yamuna vihar,5,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,20000,30000000
348,1512,shahdara,2,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,14550,22000000
348,1512,yamuna vihar,2,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,14550,22000000
350,2160,shahdara,3,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,30093,65000000
350,2160,yamuna vihar,3,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,30093,65000000
351,630,shahdara,3,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,35714,22500000
351,630,yamuna vihar,3,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,35714,22500000
352,324,shahdara,6,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,35714,8700000
352,324,yamuna vihar,6,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,35714,8700000
353,720,shahdara,6,5,Furnished,1,Ready_to_move,Resale,Builder_Floor,35714,22000000
353,720,yamuna vihar,6,5,Furnished,1,Ready_to_move,Resale,Builder_Floor,35714,22000000
354,675,shahdara,4,2,Furnished,2,Ready_to_move,Resale,Builder_Floor,35714,18500000
354,675,yamuna vihar,4,2,Furnished,2,Ready_to_move,Resale,Builder_Floor,35714,18500000
355,700,shahdara,2,1,Furnished,2,Ready_to_move,New_Property,Builder_Floor,22857,16000000
355,700,yamuna vihar,2,1,Furnished,2,Ready_to_move,New_Property,Builder_Floor,22857,16000000
356,675,shahdara,4,3,Furnished,2,Ready_to_move,Resale,Builder_Floor,22857,16000000
356,675,yamuna vihar,4,3,Furnished,2,Ready_to_move,Resale,Builder_Floor,22857,16000000
357,720,shahdara,4,2,Furnished,2,Ready_to_move,Resale,Builder_Floor,12500,9000000
357,720,yamuna vihar,4,2,Furnished,2,Ready_to_move,Resale,Builder_Floor,12500,9000000
358,850,shahdara,2,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,12500,4500000
362,990,laxmi nagar,3,2,Unfurnished,1,Ready_to_move,Resale,Apartment,4040,4000000
363,420,laxmi nagar,2,1,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,4040,2600000
364,450,laxmi nagar,2,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,7778,3500000
365,1000,laxmi nagar,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,7778,7500000
366,900,laxmi nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,7778,7000000
367,800,laxmi nagar,3,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,7778,4500000
368,720,laxmi nagar,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,7778,5500000
369,450,laxmi nagar,2,1,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,7778,2700000
370,675,laxmi nagar,2,2,Furnished,2,Ready_to_move,Resale,Builder_Floor,32000,2400000
371,1700,laxmi nagar,4,3,Unfurnished,2,Ready_to_move,New_Property,Builder_Floor,32000,11500000
372,550,laxmi nagar,2,2,Unfurnished,2,Ready_to_move,New_Property,Builder_Floor,32000,3600000
373,387,laxmi nagar,1,2,Unfurnished,2,Ready_to_move,New_Property,Builder_Floor,32000,1700000
374,450,laxmi nagar,2,1,Unfurnished,2,Ready_to_move,Resale,Apartment,32000,2500000
375,900,laxmi nagar,4,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,32000,6600000
376,500,laxmi nagar,2,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,32000,3700000
377,441,laxmi nagar,2,1,Unfurnished,1,Ready_to_move,Resale,Apartment,32000,3500000
378,800,laxmi nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,32000,5400000
379,450,laxmi nagar,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,5666,2550000
380,1000,laxmi nagar,3,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,5666,12500000
381,715,laxmi nagar,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,5666,5600000
382,600,laxmi nagar,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,11667,7000000
383,540,laxmi nagar,2,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,11667,3500000
384,312,laxmi nagar,4,4,Furnished,1,Ready_to_move,Resale,Apartment,112179,35000000
385,810,laxmi nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,11111,9000000
386,270,laxmi nagar,1,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,11111,2300000
387,900,laxmi nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,11111,6000000
388,1000,laxmi nagar,3,2,Unfurnished,1,Ready_to_move,Resale,Apartment,11111,6000000
394,1000,uttam nagar,3,2,Semi-Furnished,1,Almost_ready,New_Property,Builder_Floor,6111,5510000
396,540,uttam nagar,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6111,2600000
397,780,uttam nagar,3,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6111,4000000
398,450,uttam nagar,2,1,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6111,1850000
399,360,uttam nagar,1,1,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6111,1700000
401,495,uttam nagar,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6111,2150000
403,1000,uttam nagar,3,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6111,6200000
404,620,uttam nagar,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6111,3100000
406,805,uttam nagar,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,6111,4000000
408,540,uttam nagar,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6584,2500000
409,360,uttam nagar,1,1,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6584,2000000
410,550,uttam nagar,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6584,1900000
413,550,uttam nagar,2,1,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,5794,2000000
414,550,uttam nagar,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,5794,2600000
415,675,uttam nagar,2,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,5794,2900000
416,585,uttam nagar,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,5794,3200000
417,810,uttam nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,5794,5400000
421,70,patel nagar,2,3,Furnished,1,Ready_to_move,New_Property,Builder_Floor,23840,8200000
422,800,patel nagar,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,23840,8000000
423,900,patel nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,23840,9500000
424,1680,patel nagar,4,5,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,23840,20000000
425,900,patel nagar,2,2,Furnished,3,Ready_to_move,Resale,Builder_Floor,23840,7400000
426,2000,patel nagar,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,23840,37500000
427,2000,patel nagar,4,4,Semi-Furnished,3,Ready_to_move,Resale,Builder_Floor,7500,15000000
428,1900,patel nagar,3,3,Semi-Furnished,1,Almost_ready,New_Property,Apartment,7500,55300000
429,1530,patel nagar,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,7500,26500000
430,100,patel nagar,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,160000,16000000
431,900,patel nagar,3,2,Furnished,2,Ready_to_move,Resale,Builder_Floor,11556,10400000
432,270,patel nagar,1,1,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,11556,1700000
433,950,patel nagar,2,2,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,8421,8000000
434,1800,patel nagar,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,8421,27000000
435,1500,patel nagar,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,8421,19500000
436,1800,patel nagar,3,3,Furnished,3,Ready_to_move,Resale,Apartment,27778,50000000
437,1800,patel nagar,3,3,Unfurnished,3,Ready_to_move,Resale,Builder_Floor,11722,21100000
439,850,patel nagar,2,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,24718,5900000
440,140,patel nagar,3,2,Unfurnished,1,Ready_to_move,New_Property,Builder_Floor,85714,12000000
441,900,patel nagar,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,13333,12000000
442,1800,patel nagar,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,13333,24000000
443,200,patel nagar,1,1,Semi-Furnished,1,Ready_to_move,Resale,Apartment,13333,7000000
444,1782,patel nagar,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,8418,15000000
445,900,patel nagar,2,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,1667,1500000
446,405,patel nagar,2,1,Semi-Furnished,1,Ready_to_move,Resale,Apartment,1667,3950000
447,1500,patel nagar,3,3,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,8333,12500000
448,66,patel nagar,3,1,Unfurnished,1,Ready_to_move,New_Property,Apartment,24242,1600000
457,2000,vasant kunj,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,15500,31000000
458,650,vasant kunj,1,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,15500,7400000
459,1100,vasant kunj,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,15500,15500000
460,1075,vasant kunj,2,2,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,15500,12000000
461,1450,vasant kunj,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,15500,23500000
462,1200,vasant kunj,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,20833,25000000
463,600,vasant kunj,1,2,Unfurnished,2,Ready_to_move,New_Property,Apartment,20833,7000000
464,1000,vasant kunj,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,20833,17500000
465,1600,vasant kunj,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,20833,25000000
466,1750,vasant kunj,4,4,Unfurnished,1,Ready_to_move,New_Property,Apartment,20833,29000000
467,1300,vasant kunj,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,20833,21900000
468,550,vasant kunj,1,2,Furnished,1,Ready_to_move,Resale,Apartment,20833,7500000
469,2200,vasant kunj,4,3,Semi-Furnished,2,Ready_to_move,Resale,Apartment,10681,23500000
470,1100,vasant kunj,2,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,21818,24000000
471,1700,vasant kunj,3,2,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,21818,31000000
472,1100,vasant kunj,2,2,Semi-Furnished,3,Ready_to_move,Resale,Apartment,21818,16500000
473,1000,vasant kunj,2,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,21818,5000000
474,1350,vasant kunj,3,2,Furnished,1,Ready_to_move,New_Property,Apartment,21818,24000000
475,1184,vasant kunj,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,14358,17000000
476,2000,vasant kunj,4,2,Furnished,1,Ready_to_move,New_Property,Apartment,14358,40000000
477,3500,vasant kunj,4,4,Semi-Furnished,5,Ready_to_move,New_Property,Builder_Floor,14358,22500000
478,900,vasant kunj,3,3,Furnished,2,Ready_to_move,Resale,Builder_Floor,14358,20000000
520,1750,vasant kunj,4,4,Unfurnished,1,Ready_to_move,New_Property,Apartment,6667,29000000
521,2210,okhla,4,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,6667,41000000
526,900,shahdara,4,1,Furnished,1,Ready_to_move,Resale,Apartment,6667,15000000
526,900,shastri park,4,1,Furnished,1,Ready_to_move,Resale,Apartment,6667,15000000
529,50,shahdara,2,1,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,6667,1950000
529,50,shastri park,2,1,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,6667,1950000
531,900,chandni chowk,2,1,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,6667,6200000
532,1650,shahdara,4,3,Furnished,1,Almost_ready,New_Property,Apartment,6667,14000000
533,1000,laxmi nagar,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,6667,7500000
534,852,shahdara,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,6667,2670000
535,700,shahdara,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,6667,2500000
538,1000,laxmi nagar,2,2,Unfurnished,1,Ready_to_move,New_Property,Apartment,5000,5000000
539,1700,saket,4,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,21071,29500000
540,1350,saket,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,14074,19000000
541,2100,saket,4,3,Furnished,1,Ready_to_move,Resale,Apartment,14074,25500000
542,2600,saket,4,4,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,28846,75000000
543,3000,saket,4,5,Semi-Furnished,4,Ready_to_move,New_Property,Builder_Floor,28846,75000000
544,1450,saket,3,3,Semi-Furnished,1,Almost_ready,New_Property,Builder_Floor,28846,34000000
545,2050,saket,4,4,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,28846,47500000
546,3000,saket,4,5,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,28846,75000000
547,1800,saket,3,3,Semi-Furnished,2,Ready_to_move,Resale,Apartment,28846,23000000
548,900,saket,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,28846,24000000
549,1500,saket,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,28846,21500000
550,1500,saket,3,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,28846,28500000
551,1800,saket,4,4,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,6944,12500000
552,1674,saket,3,3,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,6944,45000000
553,2025,saket,4,3,Furnished,2,Ready_to_move,Resale,Builder_Floor,6944,30500000
554,1300,saket,3,3,Semi-Furnished,3,Ready_to_move,Resale,Builder_Floor,6944,22500000
555,990,saket,3,3,Furnished,1,Ready_to_move,Resale,Apartment,6944,28000000
556,2100,saket,3,4,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,14705,25000000
557,2250,saket,4,4,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,14705,33700000
558,1500,saket,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,18000,27000000
559,2700,saket,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,18000,43500000
560,1700,saket,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,18000,29000000
561,1700,saket,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,17647,30000000
562,2050,saket,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,17647,52100000
563,1800,saket,3,3,Unfurnished,1,Ready_to_move,New_Property,Builder_Floor,18055,32500000
564,1500,saket,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,18055,20500000
565,2000,saket,4,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,12500,25000000
566,1500,saket,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,12500,30000000
567,24300,saket,4,5,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,12500,51000000
568,2475,saket,4,4,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,12500,31000000
571,1500,safdarjung enclave,3,3,Semi-Furnished,4,Ready_to_move,New_Property,Builder_Floor,25000,37500000
572,2100,safdarjung enclave,4,4,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,25000,55000000
573,1800,safdarjung enclave,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,25000,87500000
574,1100,safdarjung enclave,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,14818,16300000
575,2035,safdarjung enclave,4,4,Unfurnished,2,Ready_to_move,New_Property,Builder_Floor,14818,65000000
576,1100,safdarjung enclave,3,3,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,14818,25000000
577,1550,safdarjung enclave,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,14818,38000000
578,700,safdarjung enclave,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,14818,15000000
579,150,safdarjung enclave,2,1,Semi-Furnished,1,Ready_to_move,Resale,Apartment,14818,2000000
580,540,safdarjung enclave,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,14818,3000000
581,810,safdarjung enclave,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14818,8500000
582,3250,green park,4,4,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14818,55000000
582,3250,safdarjung enclave,4,4,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14818,55000000
583,1600,safdarjung enclave,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,14818,22500000
584,4000,safdarjung enclave,4,4,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14818,72500000
585,5500,safdarjung enclave,6,7,Furnished,1,Ready_to_move,Resale,Apartment,14818,160000000
586,900,safdarjung enclave,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,14818,12500000
587,972,safdarjung enclave,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,14818,17000000
588,4150,safdarjung enclave,4,4,Unfurnished,3,Ready_to_move,New_Property,Builder_Floor,14818,82500000
589,2250,safdarjung enclave,4,5,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,14818,55000000
590,1650,safdarjung enclave,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,14818,35000000
591,2610,green park,4,4,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,14818,42500000
591,2610,safdarjung enclave,4,4,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,14818,42500000
592,600,safdarjung enclave,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14818,4700000
593,1700,safdarjung enclave,4,5,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,14818,52500000
594,2250,safdarjung enclave,4,4,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,14818,80000000
595,880,safdarjung enclave,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,14818,11000000
596,4200,safdarjung enclave,4,5,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,14818,74000000
597,1450,safdarjung enclave,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14818,37500000
598,2200,safdarjung enclave,4,4,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,23863,52500000
605,1800,paschim vihar,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,14722,26500000
606,780,paschim vihar,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,14722,8770000
607,405,paschim vihar,1,1,Semi-Furnished,1,Ready_to_move,Resale,Apartment,14722,4500000
608,900,paschim vihar,2,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,14722,8500000
609,807.2925,paschim vihar,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,14722,8600000
610,2700,paschim vihar,4,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14722,42500000
611,1100,paschim vihar,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,14722,13100000
612,585,paschim vihar,2,2,Unfurnished,2,Ready_to_move,Resale,Apartment,14722,7000000
613,2152.78,paschim vihar,3,3,Furnished,2,Ready_to_move,New_Property,Builder_Floor,14722,30000000
614,960,paschim vihar,2,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,14722,13000000
615,1800,paschim vihar,4,3,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,14722,23100000
616,1100,paschim vihar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,14722,16000000
617,900,paschim vihar,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,13889,12500000
618,1620,paschim vihar,3,3,Furnished,1,Ready_to_move,New_Property,Builder_Floor,13889,24500000
619,378,paschim vihar,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,13889,3200000
620,800,paschim vihar,3,2,Unfurnished,1,Ready_to_move,Resale,Apartment,7875,6300000
621,1350,paschim vihar,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,11111,15000000
622,850,new delhi,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,11111,5700000
622,850,new delhi,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,11111,5700000
622,850,paschim vihar,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,11111,5700000
623,1580,paschim vihar,3,2,Furnished,1,Ready_to_move,Resale,Apartment,11111,21000000
624,820,paschim vihar,2,3,Unfurnished,1,Ready_to_move,Resale,Apartment,11111,7500000
625,594,paschim vihar,2,1,Semi-Furnished,1,Ready_to_move,Resale,Apartment,10943,6500000
626,14220,paschim vihar,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,10943,27500000
627,800,paschim vihar,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,10943,12000000
628,1500,paschim vihar,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,10943,18000000
701,1400,greater kailash,3,3,Furnished,1,Ready_to_move,Resale,Apartment,12500,18000000
703,2700,greater kailash,4,4,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,12500,36500000
746,1150,sarita vihar,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,15384,13500000
747,1500,sarita vihar,3,2,Unfurnished,1,Ready_to_move,Resale,Apartment,15384,14000000
748,1150,sarita vihar,2,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,15384,10800000
756,50,palam,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,8333,1500000
776,900,palam,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,3444,3100000
778,360,palam,1,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,4167,1500000
812,850,mehrauli,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,3294,2800000
813,800,mehrauli,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,3294,4500000
814,405,mehrauli,1,1,Furnished,1,Ready_to_move,Resale,Apartment,3294,1800000
815,1350,mehrauli,3,3,Unfurnished,1,Ready_to_move,New_Property,Builder_Floor,3294,8500000
816,1350,mehrauli,3,3,Unfurnished,1,Ready_to_move,New_Property,Apartment,3294,8500000
817,450,mehrauli,1,1,Unfurnished,1,Ready_to_move,New_Property,Builder_Floor,3294,1700000
818,1300,mehrauli,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,3294,7000000
819,1050,mehrauli,3,2,Unfurnished,2,Ready_to_move,New_Property,Builder_Floor,3294,5600000
820,1675,mehrauli,4,3,Furnished,2,Ready_to_move,Resale,Builder_Floor,8060,13500000
821,1250,mehrauli,3,3,Unfurnished,2,Almost_ready,New_Property,Builder_Floor,8060,8500000
822,1080,mehrauli,3,3,Unfurnished,5,Ready_to_move,New_Property,Apartment,8060,6000000
823,1170,mehrauli,3,3,Unfurnished,5,Almost_ready,New_Property,Builder_Floor,8060,7200000
824,1250,mehrauli,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,8060,6500000
825,1500,mehrauli,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,8060,8400000
826,1350,mehrauli,3,3,Unfurnished,1,Ready_to_move,New_Property,Apartment,8060,8500000
827,855,mehrauli,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,4678,4000000
828,540,mehrauli,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,3148,1700000
829,1044.0983,mehrauli,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,3148,6000000
830,405,mehrauli,1,1,Semi-Furnished,1,Ready_to_move,Resale,Apartment,3148,1600000
831,500,mehrauli,1,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,4200,2100000
832,450,mehrauli,1,1,Furnished,1,Ready_to_move,Resale,Apartment,3778,1700000
833,405,mehrauli,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,3778,1500000
834,405,mehrauli,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,2963,1200000
835,450,mehrauli,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,3667,1650000
836,173,mehrauli,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,3667,3500000
837,1100,mehrauli,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,7727,8500000
838,600,mehrauli,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,5333,3200000
870,450,narela,1,1,Furnished,2,Ready_to_move,Resale,Apartment,4889,2200000
